Notes,County,County Code,Deaths,Population,Crude Rate,county_fips,Deaths_adjusted,Crude Rate_adjusted,label
,"Allegan County, MI",26005,Suppressed,2463431,Suppressed,26005,5,2.0296894859243066e-06,0
,"Antrim County, MI",26009,Suppressed,518613,Suppressed,26009,5,9.64110039663487e-06,1
,"Arenac County, MI",26011,Suppressed,354935,Suppressed,26011,5,1.4087086367926522e-05,1
,"Baraga County, MI",26013,Suppressed,191364,Suppressed,26013,5,2.61282163834368e-05,1
,"Barry County, MI",26015,Suppressed,1304434,Suppressed,26015,5,3.833080094508423e-06,0
,"Bay County, MI",26017,Suppressed,2360310,Suppressed,26017,5,2.118365807881168e-06,0
,"Berrien County, MI",26021,Suppressed,3457936,Suppressed,26021,5,1.445949259905331e-06,0
,"Branch County, MI",26023,Suppressed,991970,Suppressed,26023,5,5.040475014365354e-06,0
,"Calhoun County, MI",26025,Suppressed,3001261,Suppressed,26025,5,1.6659664054542407e-06,0
,"Cass County, MI",26027,Suppressed,1141023,Suppressed,26027,5,4.382032614592344e-06,0
,"Delta County, MI",26041,Suppressed,818155,Suppressed,26041,5,6.111311426318974e-06,0
,"Eaton County, MI",26045,Suppressed,2370137,Suppressed,26045,5,2.1095826950087694e-06,0
,"Genesee County, MI",26049,Suppressed,9355168,Suppressed,26049,5,5.344639454898084e-07,0
,"Grand Traverse County, MI",26055,Suppressed,1906884,Suppressed,26055,5,2.622078742073456e-06,0
,"Hillsdale County, MI",26059,Suppressed,1023192,Suppressed,26059,5,4.886668386773939e-06,0
,"Houghton County, MI",26061,Suppressed,794895,Suppressed,26061,5,6.290138949169387e-06,0
,"Huron County, MI",26063,Suppressed,733601,Suppressed,26063,5,6.815694089839027e-06,0
,"Ingham County, MI",26065,Suppressed,6248362,Suppressed,26065,5,8.002097189631459e-07,0
,"Ionia County, MI",26067,Suppressed,1407246,Suppressed,26067,5,3.5530390564265238e-06,0
,"Isabella County, MI",26073,Suppressed,1508978,Suppressed,26073,5,3.3135009257921587e-06,0
,"Jackson County, MI",26075,Suppressed,3522382,Suppressed,26075,5,1.4194939674345372e-06,0
,"Kalamazoo County, MI",26077,Suppressed,5526647,Suppressed,26077,5,9.047076826147934e-07,0
,"Kent County, MI",26081,Suppressed,13445782,Suppressed,26081,5,3.7186383060501797e-07,0
,"Lapeer County, MI",26087,Suppressed,1958340,Suppressed,26087,5,2.553182797675582e-06,0
,"Lenawee County, MI",26091,Suppressed,2192231,Suppressed,26091,5,2.280781541726214e-06,0
,"Livingston County, MI",26093,Suppressed,3948871,Suppressed,26093,5,1.2661846892440902e-06,0
,"Macomb County, MI",26099,Suppressed,18464347,Suppressed,26099,5,2.70792137951047e-07,0
,"Manistee County, MI",26101,Suppressed,543859,Suppressed,26101,5,9.19355936005472e-06,1
,"Marquette County, MI",26103,Suppressed,1457933,Suppressed,26103,5,3.429512878849714e-06,0
,"Monroe County, MI",26115,Suppressed,3306621,Suppressed,26115,5,1.5121176572700651e-06,0
,"Muskegon County, MI",26121,Suppressed,3792798,Suppressed,26121,5,1.3182879763172201e-06,0
,"Newaygo County, MI",26123,Suppressed,1068761,Suppressed,26123,5,4.6783144220270015e-06,0
,"Oceana County, MI",26127,Suppressed,588899,Suppressed,26127,5,8.490420258821971e-06,1
,"Otsego County, MI",26137,Suppressed,534092,Suppressed,26137,5,9.361683005924073e-06,1
,"Ottawa County, MI",26139,Suppressed,5838242,Suppressed,26139,5,8.564221901044869e-07,0
,"Presque Isle County, MI",26141,Suppressed,297157,Suppressed,26141,5,1.6826122218221344e-05,1
,"Saginaw County, MI",26145,Suppressed,4413539,Suppressed,26145,5,1.1328777201243718e-06,0
,"St. Clair County, MI",26147,Suppressed,3591327,Suppressed,26147,5,1.3922430343992623e-06,0
,"St. Joseph County, MI",26149,Suppressed,1354778,Suppressed,26149,5,3.690641566367331e-06,0
,"Sanilac County, MI",26151,Suppressed,948611,Suppressed,26151,5,5.2708644533955436e-06,0
,"Shiawassee County, MI",26155,Suppressed,1550528,Suppressed,26155,5,3.2247079704461963e-06,0
,"Tuscola County, MI",26157,Suppressed,1225455,Suppressed,26157,5,4.080117180965437e-06,0
,"Van Buren County, MI",26159,Suppressed,1674279,Suppressed,26159,5,2.9863600988843555e-06,0
,"Washtenaw County, MI",26161,Suppressed,7645996,Suppressed,26161,5,6.539370410342878e-07,0
,"Aitkin County, MN",27001,Suppressed,349338,Suppressed,27001,5,1.4312785897898311e-05,1
,"Anoka County, MN",27003,Suppressed,7253895,Suppressed,27003,5,6.892848600648342e-07,0
,"Becker County, MN",27005,Suppressed,713584,Suppressed,27005,5,7.006883562411713e-06,0
,"Beltrami County, MN",27007,Suppressed,967382,Suppressed,27007,5,5.168589037215909e-06,0
,"Benton County, MN",27009,Suppressed,839563,Suppressed,27009,5,5.955479219546359e-06,0
,"Chisago County, MN",27025,Suppressed,1129650,Suppressed,27025,5,4.4261496923825964e-06,0
,"Clay County, MN",27027,Suppressed,1273864,Suppressed,27027,5,3.925065784102541e-06,0
,"Dakota County, MN",27037,Suppressed,8704174,Suppressed,27037,5,5.744370459505979e-07,0
,"Douglas County, MN",27041,Suppressed,787931,Suppressed,27041,5,6.34573331928811e-06,0
,"Freeborn County, MN",27047,Suppressed,689100,Suppressed,27047,5,7.2558409519663325e-06,0
,"Goodhue County, MN",27049,Suppressed,1006816,Suppressed,27049,5,4.966150716714872e-06,0
,"Hubbard County, MN",27057,Suppressed,441819,Suppressed,27057,5,1.1316851470851186e-05,1
,"Itasca County, MN",27061,Suppressed,985272,Suppressed,27061,5,5.0747407822408435e-06,0
,"Le Sueur County, MN",27079,Suppressed,601428,Suppressed,27079,5,8.313547091256144e-06,1
,"Lyon County, MN",27083,Suppressed,560926,Suppressed,27083,5,8.913831771035751e-06,1
,"Mille Lacs County, MN",27095,Suppressed,554967,Suppressed,27095,5,9.00954471166754e-06,1
,"Morrison County, MN",27097,Suppressed,720965,Suppressed,27097,5,6.935149417794207e-06,0
,"Mower County, MN",27099,Suppressed,860356,Suppressed,27099,5,5.811547777896591e-06,0
,"Olmsted County, MN",27109,Suppressed,3133717,Suppressed,27109,5,1.595549310930119e-06,0
,"Otter Tail County, MN",27111,Suppressed,1268608,Suppressed,27111,5,3.94132781757643e-06,0
,"Pine County, MN",27115,Suppressed,631800,Suppressed,27115,5,7.913896802785692e-06,0
,"Polk County, MN",27119,Suppressed,689329,Suppressed,27119,5,7.253430509959685e-06,0
,"Ramsey County, MN",27123,Suppressed,11432629,Suppressed,27123,5,4.3734472622176404e-07,0
,"Redwood County, MN",27127,Suppressed,350615,Suppressed,27127,5,1.4260656275401794e-05,1
,"Renville County, MN",27129,Suppressed,346881,Suppressed,27129,5,1.441416508831559e-05,1
,"Rice County, MN",27131,Suppressed,1381683,Suppressed,27131,5,3.618775073587791e-06,0
,"Roseau County, MN",27135,Suppressed,347282,Suppressed,27135,5,1.4397521322729078e-05,1
,"Scott County, MN",27139,Suppressed,2764034,Suppressed,27139,5,1.808950251697338e-06,0
,"Sherburne County, MN",27141,Suppressed,1866381,Suppressed,27141,5,2.678981408404822e-06,0
,"Stearns County, MN",27145,Suppressed,3255221,Suppressed,27145,5,1.5359940231400571e-06,0
,"Swift County, MN",27151,Suppressed,221622,Suppressed,27151,5,2.2560937091083015e-05,1
,"Todd County, MN",27153,Suppressed,540555,Suppressed,27153,5,9.249752569118775e-06,1
,"Washington County, MN",27163,Suppressed,5157132,Suppressed,27163,5,9.695311269907383e-07,0
,"Winona County, MN",27169,Suppressed,1117322,Suppressed,27169,5,4.474985724795538e-06,0
,"Wright County, MN",27171,Suppressed,2619444,Suppressed,27171,5,1.908802020581467e-06,0
,"Adams County, MS",28001,Suppressed,712568,Suppressed,28001,5,7.016874179025721e-06,0
,"Alcorn County, MS",28003,Suppressed,799841,Suppressed,28003,5,6.2512424344338434e-06,0
,"Attala County, MS",28007,Suppressed,422301,Suppressed,28007,5,1.1839896187790226e-05,1
,"Bolivar County, MS",28011,Suppressed,772343,Suppressed,28011,5,6.4738076217431894e-06,0
,"Calhoun County, MS",28013,Suppressed,325456,Suppressed,28013,5,1.53630598299002e-05,1
,"Carroll County, MS",28015,Suppressed,229020,Suppressed,28015,5,2.1832154396995894e-05,1
,"Choctaw County, MS",28019,Suppressed,192181,Suppressed,28019,5,2.601714009189254e-05,1
,"Clarke County, MS",28023,Suppressed,366363,Suppressed,28023,5,1.3647666385524739e-05,1
,"Clay County, MS",28025,Suppressed,455422,Suppressed,28025,5,1.097882842726087e-05,1
,"Coahoma County, MS",28027,Suppressed,579663,Suppressed,28027,5,8.625701485173281e-06,1
,"Copiah County, MS",28029,Suppressed,636374,Suppressed,28029,5,7.857014900043057e-06,0
,"Covington County, MS",28031,Suppressed,426125,Suppressed,28031,5,1.173364623056615e-05,1
,"DeSoto County, MS",28033,Suppressed,3360001,Suppressed,28033,5,1.4880947952098823e-06,0
,"Forrest County, MS",28035,Suppressed,1633697,Suppressed,28035,5,3.0605430505167115e-06,0
,"Franklin County, MS",28037,Suppressed,176491,Suppressed,28037,5,2.833005649013264e-05,1
,"George County, MS",28039,Suppressed,485477,Suppressed,28039,5,1.0299149084302655e-05,1
,"Greene County, MS",28041,Suppressed,300892,Suppressed,28041,5,1.661725801948872e-05,1
,"Grenada County, MS",28043,Suppressed,482856,Suppressed,28043,5,1.0355054094802592e-05,1
,"Hancock County, MS",28045,Suppressed,991070,Suppressed,28045,5,5.04505231719253e-06,0
,"Holmes County, MS",28051,Suppressed,423881,Suppressed,28051,5,1.1795763433605187e-05,1
,"Itawamba County, MS",28057,Suppressed,511409,Suppressed,28057,5,9.776910457187887e-06,1
,"Jasper County, MS",28061,Suppressed,377969,Suppressed,28061,5,1.3228598112543621e-05,1
,"Jefferson Davis County, MS",28065,Suppressed,273061,Suppressed,28065,5,1.8310926862495926e-05,1
,"Kemper County, MS",28069,Suppressed,226523,Suppressed,28069,5,2.2072813798157363e-05,1
,"Lafayette County, MS",28071,Suppressed,1037843,Suppressed,28071,5,4.817684370372012e-06,0
,"Lamar County, MS",28073,Suppressed,1165216,Suppressed,28073,5,4.291049899761074e-06,0
,"Lauderdale County, MS",28075,Suppressed,1719736,Suppressed,28075,5,2.907422999809273e-06,0
,"Lee County, MS",28081,Suppressed,1796778,Suppressed,28081,5,2.7827589162378434e-06,0
,"Leflore County, MS",28083,Suppressed,718833,Suppressed,28083,5,6.955718504854396e-06,0
,"Lincoln County, MS",28085,Suppressed,751632,Suppressed,28085,5,6.65219149796709e-06,0
,"Lowndes County, MS",28087,Suppressed,1314216,Suppressed,28087,5,3.8045496326326877e-06,0
,"Madison County, MS",28089,Suppressed,2039178,Suppressed,28089,5,2.4519683911850756e-06,0
,"Marion County, MS",28091,Suppressed,567527,Suppressed,28091,5,8.81015352573534e-06,1
,"Marshall County, MS",28093,Suppressed,792147,Suppressed,28093,5,6.311959775142745e-06,0
,"Monroe County, MS",28095,Suppressed,809696,Suppressed,28095,5,6.175157095996522e-06,0
,"Montgomery County, MS",28097,Suppressed,241053,Suppressed,28097,5,2.0742326376357068e-05,1
,"Neshoba County, MS",28099,Suppressed,643226,Suppressed,28099,5,7.773317620867316e-06,0
,"Newton County, MS",28101,Suppressed,475049,Suppressed,28101,5,1.0525230028902281e-05,1
,"Noxubee County, MS",28103,Suppressed,253569,Suppressed,28103,5,1.9718498712382033e-05,1
,"Panola County, MS",28107,Suppressed,757672,Suppressed,28107,5,6.5991616425049365e-06,0
,"Pearl River County, MS",28109,Suppressed,1180584,Suppressed,28109,5,4.23519207443096e-06,0
,"Pike County, MS",28113,Suppressed,870370,Suppressed,28113,5,5.744683295609913e-06,0
,"Pontotoc County, MS",28115,Suppressed,653259,Suppressed,28115,5,7.653932054514365e-06,0
,"Quitman County, MS",28119,Suppressed,185314,Suppressed,28119,5,2.6981231855121576e-05,1
,"Rankin County, MS",28121,Suppressed,3041713,Suppressed,28121,5,1.6438105764745062e-06,0
,"Scott County, MS",28123,Suppressed,620766,Suppressed,28123,5,8.054564844079734e-06,1
,"Simpson County, MS",28127,Suppressed,600883,Suppressed,28127,5,8.321087466278793e-06,1
,"Stone County, MS",28131,Suppressed,365595,Suppressed,28131,5,1.367633583610279e-05,1
,"Sunflower County, MS",28133,Suppressed,654850,Suppressed,28133,5,7.635336336565626e-06,0
,"Tallahatchie County, MS",28135,Suppressed,326799,Suppressed,28135,5,1.5299924418373372e-05,1
,"Tate County, MS",28137,Suppressed,606863,Suppressed,28137,5,8.239091854339448e-06,1
,"Tishomingo County, MS",28141,Suppressed,426374,Suppressed,28141,5,1.1726793847654876e-05,1
,"Union County, MS",28145,Suppressed,596758,Suppressed,28145,5,8.378605732977186e-06,1
,"Walthall County, MS",28147,Suppressed,330464,Suppressed,28147,5,1.5130241115522417e-05,1
,"Wayne County, MS",28153,Suppressed,457577,Suppressed,28153,5,1.0927122648210028e-05,1
,"Winston County, MS",28159,Suppressed,420197,Suppressed,28159,5,1.189918062242234e-05,1
,"Yalobusha County, MS",28161,Suppressed,279151,Suppressed,28161,5,1.791145294123969e-05,1
,"Yazoo County, MS",28163,Suppressed,616190,Suppressed,28163,5,8.114380304776124e-06,1
,"Adair County, MO",29001,Suppressed,555847,Suppressed,29001,5,8.995281075547768e-06,1
,"Barry County, MO",29009,Suppressed,776072,Suppressed,29009,5,6.442701192672845e-06,0
,"Barton County, MO",29011,Suppressed,272304,Suppressed,29011,5,1.836183089488219e-05,1
,"Bates County, MO",29013,Suppressed,368635,Suppressed,29013,5,1.3563552023003784e-05,1
,"Benton County, MO",29015,Suppressed,409754,Suppressed,29015,5,1.2202443417269875e-05,1
,"Bollinger County, MO",29017,Suppressed,270703,Suppressed,29017,5,1.847042699933137e-05,1
,"Boone County, MO",29019,Suppressed,3526260,Suppressed,29019,5,1.4179328807291578e-06,0
,"Buchanan County, MO",29021,Suppressed,1931048,Suppressed,29021,5,2.5892675894125885e-06,0
,"Butler County, MO",29023,Suppressed,928343,Suppressed,29023,5,5.385940325935565e-06,0
,"Caldwell County, MO",29025,Suppressed,201423,Suppressed,29025,5,2.4823381639634004e-05,1
,"Camden County, MO",29029,Suppressed,932281,Suppressed,29029,5,5.363189853702907e-06,0
,"Cape Girardeau County, MO",29031,Suppressed,1642292,Suppressed,29031,5,3.044525577668283e-06,0
,"Carroll County, MO",29033,Suppressed,207276,Suppressed,29033,5,2.4122426137131167e-05,1
,"Carter County, MO",29035,Suppressed,134170,Suppressed,29035,5,3.7266154878139676e-05,1
,"Cass County, MO",29037,Suppressed,2120707,Suppressed,29037,5,2.357704293898214e-06,0
,"Cedar County, MO",29039,Suppressed,308503,Suppressed,29039,5,1.620729782206332e-05,1
,"Chariton County, MO",29041,Suppressed,172794,Suppressed,29041,5,2.8936189914001645e-05,1
,"Christian County, MO",29043,Suppressed,1623058,Suppressed,29043,5,3.080604636433202e-06,0
,"Clinton County, MO",29049,Suppressed,446297,Suppressed,29049,5,1.1203301837117435e-05,1
,"Cole County, MO",29051,Suppressed,1643904,Suppressed,29051,5,3.041540138596901e-06,0
,"Crawford County, MO",29055,Suppressed,530038,Suppressed,29055,5,9.433285915349465e-06,1
,"Dade County, MO",29057,Suppressed,171104,Suppressed,29057,5,2.9221993641294184e-05,1
,"Dallas County, MO",29059,Suppressed,362483,Suppressed,29059,5,1.379375032760157e-05,1
,"DeKalb County, MO",29063,Suppressed,277734,Suppressed,29063,5,1.800283724715015e-05,1
,"Dent County, MO",29065,Suppressed,338369,Suppressed,29065,5,1.4776767375261918e-05,1
,"Douglas County, MO",29067,Suppressed,295089,Suppressed,29067,5,1.694404061147654e-05,1
,"Dunklin County, MO",29069,Suppressed,696588,Suppressed,29069,5,7.1778440053518e-06,0
,"Franklin County, MO",29071,Suppressed,2201345,Suppressed,29071,5,2.2713386588653755e-06,0
,"Grundy County, MO",29079,Suppressed,224154,Suppressed,29079,5,2.2306093132400046e-05,1
,"Henry County, MO",29083,Suppressed,486506,Suppressed,29083,5,1.0277365541226625e-05,1
,"Hickory County, MO",29085,Suppressed,205817,Suppressed,29085,5,2.4293425713133513e-05,1
,"Howell County, MO",29091,Suppressed,864941,Suppressed,29091,5,5.780741114133797e-06,0
,"Iron County, MO",29093,Suppressed,230355,Suppressed,29093,5,2.1705628269410258e-05,1
,"Jefferson County, MO",29099,Suppressed,4733319,Suppressed,29099,5,1.0563412269487857e-06,0
,"Knox County, MO",29103,Suppressed,90606,Suppressed,29103,5,5.518398340065779e-05,1
,"Laclede County, MO",29105,Suppressed,763920,Suppressed,29105,5,6.545187977798723e-06,0
,"Lafayette County, MO",29107,Suppressed,725874,Suppressed,29107,5,6.888247822624863e-06,0
,"Lawrence County, MO",29109,Suppressed,827579,Suppressed,29109,5,6.041719279972063e-06,0
,"Lincoln County, MO",29113,Suppressed,1109053,Suppressed,29113,5,4.50835081822059e-06,0
,"Linn County, MO",29115,Suppressed,280724,Suppressed,29115,5,1.7811088471238656e-05,1
,"Livingston County, MO",29117,Suppressed,327262,Suppressed,29117,5,1.5278278565797435e-05,1
,"McDonald County, MO",29119,Suppressed,497067,Suppressed,29119,5,1.0059006129958335e-05,1
,"Macon County, MO",29121,Suppressed,340221,Suppressed,29121,5,1.469632973861108e-05,1
,"Madison County, MO",29123,Suppressed,267368,Suppressed,29123,5,1.870081685168008e-05,1
,"Marion County, MO",29127,Suppressed,627687,Suppressed,29127,5,7.965753631985369e-06,1
,"Miller County, MO",29131,Suppressed,544174,Suppressed,29131,5,9.188237585772198e-06,1
,"Mississippi County, MO",29133,Suppressed,303574,Suppressed,29133,5,1.6470448720904953e-05,1
,"Moniteau County, MO",29135,Suppressed,340921,Suppressed,29135,5,1.4666154329008774e-05,1
,"Montgomery County, MO",29139,Suppressed,263540,Suppressed,29139,5,1.897245199969644e-05,1
,"New Madrid County, MO",29143,Suppressed,409258,Suppressed,29143,5,1.221723216161932e-05,1
,"Newton County, MO",29145,Suppressed,1249732,Suppressed,29145,5,4.00085778390887e-06,0
,"Nodaway County, MO",29147,Suppressed,498056,Suppressed,29147,5,1.0039031755465248e-05,1
,"Ozark County, MO",29153,Suppressed,208478,Suppressed,29153,5,2.398334596456221e-05,1
,"Pettis County, MO",29159,Suppressed,908840,Suppressed,29159,5,5.501518419083667e-06,0
,"Phelps County, MO",29161,Suppressed,958378,Suppressed,29161,5,5.217148139878002e-06,0
,"Pike County, MO",29163,Suppressed,405802,Suppressed,29163,5,1.2321279835979123e-05,1
,"Platte County, MO",29165,Suppressed,1958458,Suppressed,29165,5,2.5530289646242095e-06,0
,"Pulaski County, MO",29169,Suppressed,1077528,Suppressed,29169,5,4.6402506477789904e-06,0
,"Randolph County, MO",29175,Suppressed,551453,Suppressed,29175,5,9.066955842111657e-06,1
,"Ray County, MO",29177,Suppressed,512527,Suppressed,29177,5,9.755583608278199e-06,1
,"Ripley County, MO",29181,Suppressed,303240,Suppressed,29181,5,1.648858989579211e-05,1
,"St. Charles County, MO",29183,Suppressed,7738140,Suppressed,29183,5,6.461501084239882e-07,0
,"St. Clair County, MO",29185,Suppressed,211008,Suppressed,29185,5,2.3695784046102517e-05,1
,"Ste. Genevieve County, MO",29186,Suppressed,396234,Suppressed,29186,5,1.2618806059045918e-05,1
,"St. Francois County, MO",29187,Suppressed,1390265,Suppressed,29187,5,3.5964366505666186e-06,0
,"Saline County, MO",29195,Suppressed,509090,Suppressed,29195,5,9.821446109725197e-06,1
,"Schuyler County, MO",29197,Suppressed,96052,Suppressed,29197,5,5.2055136800899515e-05,1
,"Scotland County, MO",29199,Suppressed,107433,Suppressed,29199,5,4.654063462809379e-05,1
,"Scott County, MO",29201,Suppressed,864842,Suppressed,29201,5,5.781402845837737e-06,0
,"Stoddard County, MO",29207,Suppressed,655104,Suppressed,29207,5,7.632375928096912e-06,0
,"Stone County, MO",29209,Suppressed,682536,Suppressed,29209,5,7.325620919629148e-06,0
,"Sullivan County, MO",29211,Suppressed,146581,Suppressed,29211,5,3.4110832918318196e-05,1
,"Taney County, MO",29213,Suppressed,1083535,Suppressed,29213,5,4.614525603695312e-06,0
,"Texas County, MO",29215,Suppressed,553350,Suppressed,29215,5,9.035872413481521e-06,1
,"Vernon County, MO",29217,Suppressed,455380,Suppressed,29217,5,1.0979841011902148e-05,1
,"Warren County, MO",29219,Suppressed,682820,Suppressed,29219,5,7.322574031223455e-06,0
,"Wayne County, MO",29223,Suppressed,293008,Suppressed,29223,5,1.706438049473052e-05,1
,"Webster County, MO",29225,Suppressed,783013,Suppressed,29225,5,6.385590022132455e-06,0
,"Wright County, MO",29229,Suppressed,404627,Suppressed,29229,5,1.2357059711783939e-05,1
,"Big Horn County, MT",30003,Suppressed,284245,Suppressed,30003,5,1.7590458935073615e-05,1
,"Blaine County, MT",30005,Suppressed,146233,Suppressed,30005,5,3.4192008643739784e-05,1
,"Cascade County, MT",30013,Suppressed,1781677,Suppressed,30013,5,2.806344808851436e-06,0
,"Chouteau County, MT",30015,Suppressed,127383,Suppressed,30015,5,3.9251705486603395e-05,1
,"Dawson County, MT",30021,Suppressed,197917,Suppressed,30021,5,2.526311534633205e-05,1
,"Flathead County, MT",30029,Suppressed,1969099,Suppressed,30029,5,2.5392324103562085e-06,0
,"Glacier County, MT",30035,Suppressed,295594,Suppressed,30035,5,1.691509299918131e-05,1
,"Lake County, MT",30047,Suppressed,628661,Suppressed,30047,5,7.953412093322157e-06,1
,"Lewis and Clark County, MT",30049,Suppressed,1375353,Suppressed,30049,5,3.6354303222518145e-06,0
,"Lincoln County, MT",30053,Suppressed,425084,Suppressed,30053,5,1.1762381082327258e-05,1
,"Mineral County, MT",30061,Suppressed,91304,Suppressed,30061,5,5.476211337947954e-05,1
,"Pondera County, MT",30073,Suppressed,135543,Suppressed,30073,5,3.6888662638424705e-05,1
,"Ravalli County, MT",30081,Suppressed,882200,Suppressed,30081,5,5.667649059170256e-06,0
,"Rosebud County, MT",30087,Suppressed,202575,Suppressed,30087,5,2.468221646303838e-05,1
,"Valley County, MT",30105,Suppressed,164604,Suppressed,30105,5,3.0375932541129013e-05,1
,"Yellowstone County, MT",30111,Suppressed,3218264,Suppressed,30111,5,1.5536326416975115e-06,0
,"Adams County, NE",31001,Suppressed,686906,Suppressed,31001,5,7.279016342847493e-06,0
,"Antelope County, NE",31003,Suppressed,148397,Suppressed,31003,5,3.36934035054617e-05,1
,"Banner County, NE",31007,Suppressed,16500,Suppressed,31007,5,0.00030303030303030303,1
,"Boone County, NE",31011,Suppressed,123149,Suppressed,31011,5,4.0601222908834016e-05,1
,"Box Butte County, NE",31013,Suppressed,251034,Suppressed,31013,5,1.9917620720699188e-05,1
,"Butler County, NE",31023,Suppressed,184336,Suppressed,31023,5,2.712438156410034e-05,1
,"Cass County, NE",31025,Suppressed,555882,Suppressed,31025,5,8.994714705638966e-06,1
,"Chase County, NE",31029,Suppressed,87623,Suppressed,31029,5,5.7062643369891464e-05,1
,"Cheyenne County, NE",31033,Suppressed,217361,Suppressed,31033,5,2.300320664700659e-05,1
,"Custer County, NE",31041,Suppressed,243611,Suppressed,31041,5,2.0524524754629305e-05,1
,"Dawes County, NE",31045,Suppressed,198924,Suppressed,31045,5,2.513522752407955e-05,1
,"Franklin County, NE",31061,Suppressed,71081,Suppressed,31061,5,7.034228556154247e-05,1
,"Gage County, NE",31067,Suppressed,491044,Suppressed,31067,5,1.0182386914410928e-05,1
,"Grant County, NE",31075,Suppressed,14595,Suppressed,31075,5,0.00034258307639602604,1
,"Hall County, NE",31079,Suppressed,1272530,Suppressed,31079,5,3.9291804515414175e-06,0
,"Harlan County, NE",31083,Suppressed,77499,Suppressed,31083,5,6.451696150918076e-05,1
,"Howard County, NE",31093,Suppressed,141019,Suppressed,31093,5,3.545621511994838e-05,1
,"Jefferson County, NE",31095,Suppressed,168873,Suppressed,31095,5,2.9608048651945545e-05,1
,"Lancaster County, NE",31109,Suppressed,6273303,Suppressed,31109,5,7.970282959391568e-07,0
,"Lincoln County, NE",31111,Suppressed,779810,Suppressed,31111,5,6.411818263423141e-06,0
,"Madison County, NE",31119,Suppressed,773680,Suppressed,31119,5,6.462620204735808e-06,0
,"Otoe County, NE",31131,Suppressed,346179,Suppressed,31131,5,1.4443394891082359e-05,1
,"Perkins County, NE",31135,Suppressed,66126,Suppressed,31135,5,7.56132232404803e-05,1
,"Platte County, NE",31141,Suppressed,705571,Suppressed,31141,5,7.086459052313658e-06,0
,"Sarpy County, NE",31153,Suppressed,3434789,Suppressed,31153,5,1.455693493836157e-06,0
,"Saunders County, NE",31155,Suppressed,454372,Suppressed,31155,5,1.1004199202415642e-05,1
,"Scotts Bluff County, NE",31157,Suppressed,801973,Suppressed,31157,5,6.234623858907968e-06,0
,"Sheridan County, NE",31161,Suppressed,122151,Suppressed,31161,5,4.093294365170977e-05,1
,"Thurston County, NE",31173,Suppressed,154872,Suppressed,31173,5,3.228472545069477e-05,1
,"Washington County, NE",31177,Suppressed,440457,Suppressed,31177,5,1.1351845923665648e-05,1
,"Wayne County, NE",31179,Suppressed,210251,Suppressed,31179,5,2.378109973317606e-05,1
,"York County, NE",31185,Suppressed,307177,Suppressed,31185,5,1.627726034175736e-05,1
,"Churchill County, NV",32001,Suppressed,538383,Suppressed,32001,5,9.287068871045334e-06,1
,"Douglas County, NV",32005,Suppressed,1019411,Suppressed,32005,5,4.904793061875926e-06,0
,"Elko County, NV",32007,Suppressed,1071225,Suppressed,32007,5,4.667553501832015e-06,0
,"Humboldt County, NV",32013,Suppressed,356948,Suppressed,32013,5,1.4007642569786075e-05,1
,"Lincoln County, NV",32017,Suppressed,107438,Suppressed,32017,5,4.6538468698225956e-05,1
,"Lyon County, NV",32019,Suppressed,1065268,Suppressed,32019,5,4.693654554534633e-06,0
,"Mineral County, NV",32021,Suppressed,103781,Suppressed,32021,5,4.817837561788767e-05,1
,"White Pine County, NV",32033,Suppressed,209426,Suppressed,32033,5,2.3874781545748856e-05,1
,"Cheshire County, NH",33005,Suppressed,1676833,Suppressed,33005,5,2.981811545932123e-06,0
,"Coos County, NH",33007,Suppressed,718329,Suppressed,33007,5,6.960598834238907e-06,0
,"Grafton County, NH",33009,Suppressed,1921462,Suppressed,33009,5,2.6021852110528338e-06,0
,"Hillsborough County, NH",33011,Suppressed,8802964,Suppressed,33011,5,5.679905086514042e-07,0
,"Merrimack County, NH",33013,Suppressed,3203721,Suppressed,33013,5,1.5606852157225926e-06,0
,"Rockingham County, NH",33015,Suppressed,6497025,Suppressed,33015,5,7.69583001450664e-07,0
,"Cape May County, NJ",34009,Suppressed,2141074,Suppressed,34009,5,2.335276594830445e-06,0
,"Cumberland County, NJ",34011,Suppressed,3353096,Suppressed,34011,5,1.4911592152446574e-06,0
,"Gloucester County, NJ",34015,Suppressed,6181215,Suppressed,34015,5,8.089024568794323e-07,0
,"Hunterdon County, NJ",34019,Suppressed,2774435,Suppressed,34019,5,1.8021687298495008e-06,0
,"Mercer County, NJ",34021,Suppressed,8011833,Suppressed,34021,5,6.240769122371872e-07,0
,"Morris County, NJ",34027,Suppressed,10754631,Suppressed,34027,5,4.6491599758280874e-07,0
,"Passaic County, NJ",34031,Suppressed,10984292,Suppressed,34031,5,4.5519547368187226e-07,0
,"Salem County, NJ",34033,Suppressed,1421182,Suppressed,34033,5,3.518198232175752e-06,0
,"Somerset County, NJ",34035,Suppressed,7033133,Suppressed,34035,5,7.109207233817418e-07,0
,"Sussex County, NJ",34037,Suppressed,3216021,Suppressed,34037,5,1.5547162160943602e-06,0
,"Warren County, NJ",34041,Suppressed,2353090,Suppressed,34041,5,2.1248656022506575e-06,0
,"Chaves County, NM",35005,Suppressed,1404536,Suppressed,35005,5,3.559894513205785e-06,0
,"Colfax County, NM",35007,Suppressed,293396,Suppressed,35007,5,1.704181379432576e-05,1
